"","participant","list","gender","age","itemNr","ID","expression","response"
"1082","28","BA","m","35+",2,"vya1","vya",5
"1083","28","BA","m","35+",3,"moa2","moa",1
"1084","28","BA","m","35+",4,"possNP1","possNP",3
"1085","28","BA","m","35+",5,"kuaauka2","kuaauka",5
"1086","28","BA","m","35+",6,"haimete1","haimete",1
"1087","28","BA","m","35+",7,"hecha2","hecha",5
"1088","28","BA","m","35+",8,"mombeu1","mombeu",5
"1089","28","BA","m","35+",9,"topa2","topa",3
"1090","28","BA","m","35+",10,"controlA2","control",1
"1091","28","BA","m","35+",11,"hechauka1","hechauka",5
"1092","28","BA","m","35+",12,"kuaa2","kuaa",5
"1093","28","BA","m","35+",13,"cos1","cos",1
"1094","28","BA","m","35+",14,"hendu2","hendu",3
"1095","28","BA","m","35+",15,"nte1","nte",5
"1096","28","BA","m","35+",16,"juhu2","juhu",3
"1097","28","BA","m","35+",17,"hechakuaa1","hechakuaa",5
"1098","28","BA","m","35+",18,"hei2","hei",3
"1099","28","BA","m","35+",19,"NRRC1","NRRC",5
"1100","28","BA","m","35+",20,"controlA3","control",3
"1101","28","BA","m","35+",21,"controlB1","control",1
"1103","28","BA","m","35+",23,"moa1","moa",1
"1104","28","BA","m","35+",24,"possNP2","possNP",3
"1105","28","BA","m","35+",25,"kuaauka1","kuaauka",5
"1106","28","BA","m","35+",26,"haimete2","haimete",3
"1107","28","BA","m","35+",27,"hecha1","hecha",3
"1108","28","BA","m","35+",28,"mombeu2","mombeu",5
"1109","28","BA","m","35+",29,"topa1","topa",5
"1110","28","BA","m","35+",30,"controlB2","control",1
"1111","28","BA","m","35+",31,"hechauka2","hechauka",5
"1112","28","BA","m","35+",32,"kuaa1","kuaa",5
"1113","28","BA","m","35+",33,"cos2","cos",5
"1114","28","BA","m","35+",34,"hendu1","hendu",5
"1115","28","BA","m","35+",35,"nte2","nte",5
"1116","28","BA","m","35+",36,"juhu1","juhu",5
"1117","28","BA","m","35+",37,"hechakuaa2","hechakuaa",5
"1118","28","BA","m","35+",38,"hei1","hei",1
"1119","28","BA","m","35+",39,"NRRC2","NRRC",5
"1120","28","BA","m","35+",40,"controlB3","control",1
"1121","29","AB","f","35+",1,"controlA1","control",3
"1122","29","AB","f","35+",2,"vya1","vya",5
"1123","29","AB","f","35+",3,"moa2","moa",1
"1124","29","AB","f","35+",4,"possNP1","possNP",5
"1125","29","AB","f","35+",5,"kuaauka2","kuaauka",5
"1126","29","AB","f","35+",6,"haimete1","haimete",5
"1127","29","AB","f","35+",7,"hecha2","hecha",5
"1128","29","AB","f","35+",8,"mombeu1","mombeu",5
"1129","29","AB","f","35+",9,"topa2","topa",5
"1130","29","AB","f","35+",10,"controlA2","control",1
"1131","29","AB","f","35+",11,"hechauka1","hechauka",5
"1132","29","AB","f","35+",12,"kuaa2","kuaa",5
"1133","29","AB","f","35+",13,"cos1","cos",1
"1134","29","AB","f","35+",14,"hendu2","hendu",5
"1135","29","AB","f","35+",15,"nte1","nte",1
"1136","29","AB","f","35+",16,"juhu2","juhu",1
"1137","29","AB","f","35+",17,"hechakuaa1","hechakuaa",5
"1138","29","AB","f","35+",18,"hei2","hei",5
"1139","29","AB","f","35+",19,"NRRC1","NRRC",5
"1140","29","AB","f","35+",20,"controlA3","control",1
"1141","29","AB","f","35+",21,"controlB1","control",1
"1143","29","AB","f","35+",23,"moa1","moa",1
"1144","29","AB","f","35+",24,"possNP2","possNP",5
"1145","29","AB","f","35+",25,"kuaauka1","kuaauka",5
"1146","29","AB","f","35+",26,"haimete2","haimete",5
"1147","29","AB","f","35+",27,"hecha1","hecha",5
"1148","29","AB","f","35+",28,"mombeu2","mombeu",5
"1149","29","AB","f","35+",29,"topa1","topa",5
"1150","29","AB","f","35+",30,"controlB2","control",1
"1151","29","AB","f","35+",31,"hechauka2","hechauka",5
"1152","29","AB","f","35+",32,"kuaa1","kuaa",5
"1153","29","AB","f","35+",33,"cos2","cos",5
"1154","29","AB","f","35+",34,"hendu1","hendu",5
"1155","29","AB","f","35+",35,"nte2","nte",5
"1156","29","AB","f","35+",36,"juhu1","juhu",5
"1157","29","AB","f","35+",37,"hechakuaa2","hechakuaa",5
"1158","29","AB","f","35+",38,"hei1","hei",5
"1159","29","AB","f","35+",39,"NRRC2","NRRC",5
"1160","29","AB","f","35+",40,"controlB3","control",1
"1161","30","BA","f","35-",1,"controlA1","control",1
"1162","30","BA","f","35-",2,"vya1","vya",5
"1163","30","BA","f","35-",3,"moa2","moa",1
"1164","30","BA","f","35-",4,"possNP1","possNP",5
"1165","30","BA","f","35-",5,"kuaauka2","kuaauka",5
"1166","30","BA","f","35-",6,"haimete1","haimete",1
"1167","30","BA","f","35-",7,"hecha2","hecha",1
"1168","30","BA","f","35-",8,"mombeu1","mombeu",5
"1169","30","BA","f","35-",9,"topa2","topa",5
"1170","30","BA","f","35-",10,"controlA2","control",1
"1171","30","BA","f","35-",11,"hechauka1","hechauka",5
"1172","30","BA","f","35-",12,"kuaa2","kuaa",5
"1173","30","BA","f","35-",13,"cos1","cos",5
"1174","30","BA","f","35-",14,"hendu2","hendu",5
"1175","30","BA","f","35-",15,"nte1","nte",5
"1176","30","BA","f","35-",16,"juhu2","juhu",5
"1177","30","BA","f","35-",17,"hechakuaa1","hechakuaa",5
"1178","30","BA","f","35-",18,"hei2","hei",1
"1179","30","BA","f","35-",19,"NRRC1","NRRC",5
"1180","30","BA","f","35-",20,"controlA3","control",1
"1181","30","BA","f","35-",21,"controlB1","control",1
"1183","30","BA","f","35-",23,"moa1","moa",1
"1184","30","BA","f","35-",24,"possNP2","possNP",5
"1185","30","BA","f","35-",25,"kuaauka1","kuaauka",5
"1186","30","BA","f","35-",26,"haimete2","haimete",5
"1187","30","BA","f","35-",27,"hecha1","hecha",5
"1188","30","BA","f","35-",28,"mombeu2","mombeu",5
"1189","30","BA","f","35-",29,"topa1","topa",5
"1190","30","BA","f","35-",30,"controlB2","control",1
"1191","30","BA","f","35-",31,"hechauka2","hechauka",5
"1192","30","BA","f","35-",32,"kuaa1","kuaa",5
"1193","30","BA","f","35-",33,"cos2","cos",5
"1194","30","BA","f","35-",34,"hendu1","hendu",5
"1195","30","BA","f","35-",35,"nte2","nte",5
"1196","30","BA","f","35-",36,"juhu1","juhu",1
"1197","30","BA","f","35-",37,"hechakuaa2","hechakuaa",1
"1198","30","BA","f","35-",38,"hei1","hei",3
"1199","30","BA","f","35-",39,"NRRC2","NRRC",5
"1200","30","BA","f","35-",40,"controlB3","control",1
